PID,Name,Path
1040,eappcfg.dll,C:\WINDOWS\System32\eappcfg.dll
1040,eappprxy.dll,C:\WINDOWS\System32\eappprxy.dll
1040,WZCSAPI.DLL,C:\WINDOWS\System32\WZCSAPI.DLL
1040,pchsvc.dll,c:\windows\pchealth\helpctr\binaries\pchsvc.dll
1040,srvsvc.dll,c:\windows\system32\srvsvc.dll
1040,seclogon.dll,c:\windows\system32\seclogon.dll
1040,sens.dll,c:\windows\system32\sens.dll
1040,srsvc.dll,c:\windows\system32\srsvc.dll
1040,POWRPROF.dll,c:\windows\system32\POWRPROF.dll
1040,trkwks.dll,c:\windows\system32\trkwks.dll
1040,SXS.DLL,C:\WINDOWS\System32\SXS.DLL
1040,w32time.dll,c:\windows\system32\w32time.dll
1040,wmisvc.dll,c:\windows\system32\wbem\wmisvc.dll
1040,VSSAPI.DLL,C:\WINDOWS\system32\VSSAPI.DLL
1040,wuauserv.dll,c:\windows\system32\wuauserv.dll
1040,wuaueng.dll,C:\WINDOWS\system32\wuaueng.dll
1040,WINSPOOL.DRV,C:\WINDOWS\System32\WINSPOOL.DRV
1040,Cabinet.dll,C:\WINDOWS\System32\Cabinet.dll
1040,mspatcha.dll,C:\WINDOWS\System32\mspatcha.dll
1040,browser.dll,c:\windows\system32\browser.dll
1040,wscsvc.dll,c:\windows\system32\wscsvc.dll
1040,msi.dll,c:\windows\system32\msi.dll
1040,wbemcomn.dll,C:\WINDOWS\system32\wbem\wbemcomn.dll
1040,wbemcore.dll,C:\WINDOWS\System32\Wbem\wbemcore.dll
1040,esscli.dll,C:\WINDOWS\System32\Wbem\esscli.dll
1040,FastProx.dll,C:\WINDOWS\System32\Wbem\FastProx.dll
1040,wmiutils.dll,C:\WINDOWS\system32\wbem\wmiutils.dll
1040,repdrvfs.dll,C:\WINDOWS\system32\wbem\repdrvfs.dll
1040,sfc.dll,C:\WINDOWS\System32\sfc.dll
1040,sfc_os.dll,C:\WINDOWS\System32\sfc_os.dll
1040,comsvcs.dll,C:\WINDOWS\system32\comsvcs.dll
1040,colbact.DLL,C:\WINDOWS\system32\colbact.DLL
1040,MTXCLU.DLL,C:\WINDOWS\system32\MTXCLU.DLL
1040,WSOCK32.dll,C:\WINDOWS\system32\WSOCK32.dll
1040,CLUSAPI.DLL,C:\WINDOWS\System32\CLUSAPI.DLL
1040,RESUTILS.DLL,C:\WINDOWS\System32\RESUTILS.DLL
1040,wmiprvsd.dll,C:\WINDOWS\system32\wbem\wmiprvsd.dll
1040,NCObjAPI.DLL,C:\WINDOWS\system32\NCObjAPI.DLL
1040,wbemess.dll,C:\WINDOWS\system32\wbem\wbemess.dll
1040,Apphelp.dll,C:\WINDOWS\system32\Apphelp.dll
1040,ncprov.dll,C:\WINDOWS\system32\wbem\ncprov.dll
1040,ipnathlp.dll,c:\windows\system32\ipnathlp.dll
1040,AUTHZ.dll,c:\windows\system32\AUTHZ.dll
1040,upnp.dll,C:\WINDOWS\system32\upnp.dll
1040,SSDPAPI.dll,C:\WINDOWS\system32\SSDPAPI.dll
1040,rasadhlp.dll,C:\WINDOWS\System32\rasadhlp.dll
